CWE-ID,Name,MappingUsageLabel,SuggestedCWEIDs,Level,Related_CWE_IDs_ChildOf,Related_CAPEC_IDs
CWE-555,J2EE Misconfiguration: Plaintext Password in Configuration File,allowed,[],5,[260],[]
CWE-556,ASP.NET Misconfiguration: Use of Identity Impersonation,allowed,[],4,[266],[]
CWE-558,Use of getlogin() in Multithreaded Application,allowed,[],4,[663],[]
CWE-560,Use of umask() with chmod-style Argument,allowed,[],5,[687],[]
CWE-561,Dead Code,allowed,[],3,[1164],[]
CWE-562,Return of Stack Variable Address,allowed,[],3,[758],[]
CWE-563,Assignment to Variable without Use,allowed,[],3,[1164],[]
CWE-564,SQL Injection: Hibernate,allowed,[],5,[89],[109]
CWE-565,Reliance on Cookies without Validation and Integrity Checking,allowed,[],3,"[642, 602]","[226, 31, 39]"
CWE-566,Authorization Bypass Through User-Controlled SQL Primary Key,allowed,[],5,[639],[]
CWE-567,Unsynchronized Access to Shared Data in a Multithreaded Context,allowed,[],4,[820],[25]
CWE-568,finalize() Method Without super.finalize(),allowed,[],3,"[573, 459]",[]
CWE-570,Expression is Always False,allowed,[],2,[710],[]
CWE-571,Expression is Always True,allowed,[],2,[710],[]
CWE-572,Call to Thread run() instead of start(),allowed,[],4,[821],[]
CWE-573,Improper Following of Specification by Caller,allowed,[],2,[710],[]
CWE-574,EJB Bad Practices: Use of Synchronization Primitives,allowed,[],4,"[695, 821]",[]
CWE-575,EJB Bad Practices: Use of AWT Swing,allowed,[],4,[695],[]
CWE-576,EJB Bad Practices: Use of Java I/O,allowed,[],4,[695],[]
CWE-577,EJB Bad Practices: Use of Sockets,allowed,[],3,[573],[]
CWE-578,EJB Bad Practices: Use of Class Loader,allowed,[],3,[573],[]
CWE-579,J2EE Bad Practices: Non-serializable Object Stored in Session,allowed,[],3,[573],[]
CWE-580,clone() Method Without super.clone(),allowed,[],2,"[664, 573]",[]
CWE-581,Object Model Violation: Just One of Equals and Hashcode Defined,allowed,[],2,"[573, 697]",[]
CWE-582,"Array Declared Public, Final, and Static",allowed,[],3,[668],[]
CWE-583,finalize() Method Declared Public,allowed,[],3,[668],[]
CWE-584,Return Inside Finally Block,allowed,[],3,[705],[]
CWE-585,Empty Synchronized Block,allowed,[],4,[1071],[]
CWE-586,Explicit Call to Finalize(),allowed,[],3,[1076],[]
CWE-587,Assignment of a Fixed Address to a Pointer,allowed,[],3,"[344, 758]",[]
CWE-588,Attempt to Access Child of a Non-structure Pointer,allowed,[],3,"[704, 758]",[]
CWE-589,Call to Non-ubiquitous API,allowed,[],4,[474],[96]
CWE-590,Free of Memory not on the Heap,allowed,[],5,[762],[]
CWE-591,Sensitive Data Storage in Improperly Locked Memory,allowed,[],5,[413],[]
CWE-592,DEPRECATED: Authentication Bypass Issues,prohibited,[],1,[],[]
CWE-593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,allowed,[],3,"[666, 1390]",[94]
CWE-594,J2EE Framework: Saving Unserializable Objects to Disk,allowed,[],3,[1076],[]
CWE-595,Comparison of Object References Instead of Object Contents,allowed,[],3,[1025],[]
CWE-596,DEPRECATED: Incorrect Semantic Object Comparison,prohibited,[],1,[],[]
CWE-597,Use of Wrong Operator in String Comparison,allowed,[],4,"[595, 480]",[]
CWE-598,Use of GET Request Method With Sensitive Query Strings,allowed,[],5,[201],[]
CWE-599,Missing Validation of OpenSSL Certificate,allowed,[],4,[295],[]
CWE-600,Uncaught Exception in Servlet ,allowed,[],4,[248],[]
CWE-601,URL Redirection to Untrusted Site ('Open Redirect'),allowed,[],3,[610],[178]
CWE-602,Client-Side Enforcement of Server-Side Security,allowed,[],2,[693],"[162, 202, 207, 208, 21, 31, 383, 384, 385, 386, 387, 388]"
CWE-603,Use of Client-Side Authentication,allowed,[],3,"[1390, 602]",[]
CWE-605,Multiple Binds to the Same Port,allowed,[],3,"[675, 666]",[]
CWE-606,Unchecked Input for Loop Condition,allowed,[],4,[1284],[]
CWE-607,Public Static Final Field References Mutable Object,allowed,[],3,[471],[]
CWE-608,Struts: Non-private Field in ActionForm Class,allowed,[],3,[668],[]
CWE-609,Double-Checked Locking,allowed,[],4,[667],[]
CWE-610,Externally Controlled Reference to a Resource in Another Sphere,discouraged,[],2,[664],[219]
CWE-611,Improper Restriction of XML External Entity Reference,allowed,[],3,[610],[221]
CWE-612,Improper Authorization of Index Containing Sensitive Information,allowed,[],4,[1230],[]
CWE-613,Insufficient Session Expiration,allowed,[],4,[672],[]
CWE-614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,allowed,[],4,[319],[102]
CWE-615,Inclusion of Sensitive Information in Source Code Comments,allowed,[],6,[540],[]
CWE-616,Incomplete Identification of Uploaded File Variables (PHP),allowed,[],3,[345],[]
CWE-617,Reachable Assertion,allowed,[],3,[670],[]
CWE-618,Exposed Unsafe ActiveX Method,allowed,[],3,[749],[]
CWE-619,Dangling Database Cursor ('Cursor Injection'),allowed,[],4,[402],[]
CWE-620,Unverified Password Change,allowed,[],4,[1390],[]
CWE-621,Variable Extraction Error,allowed,[],4,[914],[]
CWE-622,Improper Validation of Function Hook Arguments,allowed,[],3,[20],[]
CWE-623,Unsafe ActiveX Control Marked Safe For Scripting,allowed,[],4,[267],[]
CWE-624,Executable Regular Expression Error,allowed,[],4,[77],[]
CWE-625,Permissive Regular Expression,allowed,[],3,[185],[]
CWE-626,Null Byte Interaction Error (Poison Null Byte),allowed,[],3,"[147, 436]",[]
CWE-627,Dynamic Variable Evaluation,allowed,[],4,[914],[]
CWE-628,Function Call with Incorrectly Specified Arguments,allowed,[],3,[573],[]
CWE-636,Not Failing Securely ('Failing Open'),allowed,[],3,"[657, 755]",[]
CWE-637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),allowed,[],3,[657],[]
CWE-638,Not Using Complete Mediation,allowed,[],3,"[657, 862]",[104]
CWE-639,Authorization Bypass Through User-Controlled Key,allowed,[],4,[863],[]
CWE-640,Weak Password Recovery Mechanism for Forgotten Password,allowed,[],4,[1390],[50]
CWE-641,Improper Restriction of Names for Files and Other Resources,allowed,[],4,[99],[]
CWE-642,External Control of Critical State Data,allowed,[],3,[668],"[21, 31]"
CWE-643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),allowed,[],4,"[943, 91]",[]
CWE-644,Improper Neutralization of HTTP Headers for Scripting Syntax,allowed,[],3,[116],[]
CWE-645,Overly Restrictive Account Lockout Mechanism,allowed,[],3,[287],[2]
CWE-646,Reliance on File Name or Extension of Externally-Supplied File,allowed,[],3,[345],[209]
CWE-647,Use of Non-Canonical URL Paths for Authorization Decisions,allowed,[],4,[863],[]
CWE-648,Incorrect Use of Privileged APIs,allowed,[],3,[269],"[107, 234]"
CWE-649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,allowed,[],3,[345],[463]
CWE-650,Trusting HTTP Permission Methods on the Server Side,allowed,[],3,[436],[]
CWE-651,Exposure of WSDL File Containing Sensitive Information,allowed,[],5,[538],[]
CWE-652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),allowed,[],4,"[943, 91]",[]
CWE-653,Improper Isolation or Compartmentalization,allowed,[],2,"[657, 693]",[]
CWE-654,Reliance on a Single Factor in a Security Decision,allowed,[],2,"[657, 693]","[16, 274, 49, 55, 560, 565, 600, 652, 653, 70]"
CWE-655,Insufficient Psychological Acceptability,allowed,[],2,"[657, 693]",[]
CWE-656,Reliance on Security Through Obscurity,allowed,[],2,"[657, 693]",[]
CWE-657,Violation of Secure Design Principles,discouraged,[],2,[710],[]
CWE-662,Improper Synchronization,discouraged,[],2,"[664, 691]","[25, 26, 27, 29]"
CWE-663,Use of a Non-reentrant Function in a Concurrent Context,allowed,[],3,[662],[29]
CWE-664,Improper Control of a Resource Through its Lifetime,discouraged,[],1,[],"[196, 21, 60, 61, 62]"
CWE-665,Improper Initialization,discouraged,[],2,[664],"[26, 29]"
CWE-666,Operation on Resource in Wrong Phase of Lifetime,discouraged,[],2,[664],[]
CWE-667,Improper Locking,allowed,[],3,[662],"[25, 26, 27]"
CWE-668,Exposure of Resource to Wrong Sphere,discouraged,[],2,[664],[]
CWE-669,Incorrect Resource Transfer Between Spheres,allowed,[],2,[664],[]
CWE-670,Always-Incorrect Control Flow Implementation,allowed,[],2,[691],[]
CWE-671,Lack of Administrator Control over Security,allowed,[],3,[657],[]
CWE-672,Operation on a Resource after Expiration or Release,allowed,[],3,[666],[]
CWE-673,External Influence of Sphere Definition,allowed,[],2,[664],[]
CWE-674,Uncontrolled Recursion,allowed,[],3,[834],"[230, 231]"
CWE-675,Multiple Operations on Resource in Single-Operation Context,allowed,[],3,[573],[]
CWE-676,Use of Potentially Dangerous Function,allowed,[],3,[1177],[]
CWE-680,Integer Overflow to Buffer Overflow,discouraged,[],3,[190],"[10, 100, 14, 24, 45, 46, 47, 67, 8, 9, 92]"
CWE-681,Incorrect Conversion between Numeric Types,allowed,[],3,[704],[]
CWE-682,Incorrect Calculation,discouraged,[],1,[],"[128, 129]"
CWE-683,Function Call With Incorrect Order of Arguments,allowed,[],4,[628],[]
CWE-684,Incorrect Provision of Specified Functionality,allowed,[],2,[710],[]
CWE-685,Function Call With Incorrect Number of Arguments,allowed,[],4,[628],[]
CWE-686,Function Call With Incorrect Argument Type,allowed,[],4,[628],[]
CWE-687,Function Call With Incorrectly Specified Argument Value,allowed,[],4,[628],[]
CWE-688,Function Call With Incorrect Variable or Reference as Argument,allowed,[],4,[628],[]
CWE-689,Permission Race Condition During Resource Copy,allowed,[],3,[362],"[26, 27]"
CWE-690,Unchecked Return Value to NULL Pointer Dereference,discouraged,[],4,[252],[]
CWE-691,Insufficient Control Flow Management,discouraged,[],1,[],[29]
CWE-692,Incomplete Denylist to Cross-Site Scripting,discouraged,[],3,[184],"[120, 267, 71, 80, 85]"
CWE-693,Protection Mechanism Failure,discouraged,[],1,[],"[1, 107, 127, 17, 20, 22, 237, 36, 477, 480, 51, 57, 59, 65, 668, 74, 87]"
CWE-694,Use of Multiple Resources with Duplicate Identifier,allowed,[],3,"[99, 573]",[]
CWE-695,Use of Low-Level Functionality,allowed,[],3,[573],[36]
CWE-696,Incorrect Behavior Order,allowed,[],2,[691],[463]
CWE-697,Incorrect Comparison,discouraged,[],1,[],"[10, 120, 14, 15, 182, 24, 267, 3, 41, 43, 44, 45, 46, 47, 52, 53, 6, 64, 67, 7, 71, 73, 78, 79, 8, 80, 88, 9, 92]"
CWE-698,Execution After Redirect (EAR),allowed,[],3,"[705, 670]",[]
CWE-703,Improper Check or Handling of Exceptional Conditions,discouraged,[],1,[],[]
CWE-704,Incorrect Type Conversion or Cast,allowed,[],2,[664],[]
CWE-705,Incorrect Control Flow Scoping,allowed,[],2,[691],[]
CWE-706,Use of Incorrectly-Resolved Name or Reference,allowed,[],2,[664],"[159, 177, 48, 641]"
CWE-707,Improper Neutralization,discouraged,[],1,[],"[250, 276, 277, 278, 279, 3, 43, 468, 52, 53, 64, 7, 78, 79, 83, 84]"
CWE-708,Incorrect Ownership Assignment,allowed,[],3,[282],[]
CWE-710,Improper Adherence to Coding Standards,discouraged,[],1,[],[]
CWE-732,Incorrect Permission Assignment for Critical Resource,allowed,[],3,"[285, 668]","[1, 122, 127, 17, 180, 206, 234, 60, 61, 62, 642]"
CWE-733,Compiler Optimization Removal or Modification of Security-critical Code,allowed,[],3,[1038],"[10, 24, 46, 8, 9]"
CWE-749,Exposed Dangerous Method or Function,allowed,[],2,[284],[500]
CWE-754,Improper Check for Unusual or Exceptional Conditions,allowed,[],2,[703],[]
CWE-755,Improper Handling of Exceptional Conditions,discouraged,[],2,[703],[]
CWE-756,Missing Custom Error Page,allowed,[],3,[755],[]
CWE-757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),allowed,[],2,[693],"[220, 606, 620]"
CWE-758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",allowed,[],2,[710],[]
CWE-759,Use of a One-Way Hash without a Salt,allowed,[],5,[916],[]
CWE-760,Use of a One-Way Hash with a Predictable Salt,allowed,[],5,[916],[]
CWE-761,Free of Pointer not at Start of Buffer,allowed,[],4,[763],[]
CWE-762,Mismatched Memory Management Routines,allowed,[],4,[763],[]
CWE-763,Release of Invalid Pointer or Reference,allowed,[],3,[404],[]
CWE-764,Multiple Locks of a Critical Resource,allowed,[],4,"[667, 675]",[]
CWE-765,Multiple Unlocks of a Critical Resource,allowed,[],4,"[667, 675]",[]
CWE-766,Critical Data Element Declared Public,allowed,[],3,"[732, 1061]",[]
CWE-767,Access to Critical Private Variable via Public Method,allowed,[],3,[668],[]
CWE-768,Incorrect Short Circuit Evaluation,allowed,[],2,[691],[]
CWE-769,DEPRECATED: Uncontrolled File Descriptor Consumption,prohibited,[],1,[],[]
CWE-770,Allocation of Resources Without Limits or Throttling,allowed,[],3,"[400, 665]","[125, 130, 147, 197, 229, 230, 231, 469, 482, 486, 487, 488, 489, 490, 491, 493, 494, 495, 496, 528]"
CWE-771,Missing Reference to Active Allocated Resource,allowed,[],3,[400],[]
CWE-772,Missing Release of Resource after Effective Lifetime,allowed,[],3,[404],[469]
CWE-773,Missing Reference to Active File Descriptor or Handle,allowed,[],4,[771],[]
CWE-774,Allocation of File Descriptors or Handles Without Limits or Throttling,allowed,[],4,[770],[]
CWE-775,Missing Release of File Descriptor or Handle after Effective Lifetime,allowed,[],4,[772],[]
CWE-776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),allowed,[],4,"[674, 405]",[197]
CWE-777,Regular Expression without Anchors,allowed,[],4,[625],[]
CWE-778,Insufficient Logging,allowed,[],4,[223],[]
CWE-779,Logging of Excessive Data,allowed,[],3,[400],[]
CWE-780,Use of RSA Algorithm without OAEP,allowed,[],3,[327],[]
CWE-781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,allowed,[],4,[1285],[]
CWE-782,Exposed IOCTL with Insufficient Access Control,allowed,[],3,[749],[]
CWE-783,Operator Precedence Logic Error,allowed,[],3,[670],[]
CWE-784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,allowed,[],3,"[807, 565]",[]
CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,allowed,[],4,"[676, 120]",[]
CWE-786,Access of Memory Location Before Start of Buffer,discouraged,[],4,[119],[]
CWE-787,Out-of-bounds Write,allowed,[],4,[119],[]
CWE-788,Access of Memory Location After End of Buffer,discouraged,[],4,[119],[]
CWE-789,Memory Allocation with Excessive Size Value,allowed,[],4,[770],[]
CWE-790,Improper Filtering of Special Elements,allowed,[],3,[138],[]
CWE-791,Incomplete Filtering of Special Elements,allowed,[],4,[790],[]
CWE-792,Incomplete Filtering of One or More Instances of Special Elements,allowed,[],5,[791],[]
CWE-793,Only Filtering One Instance of a Special Element,allowed,[],6,[792],[]
CWE-794,Incomplete Filtering of Multiple Instances of Special Elements,allowed,[],6,[792],[]
CWE-795,Only Filtering Special Elements at a Specified Location,allowed,[],5,[791],[]
CWE-796,Only Filtering Special Elements Relative to a Marker,allowed,[],6,[795],[]
CWE-797,Only Filtering Special Elements at an Absolute Position,allowed,[],6,[795],[]
CWE-798,Use of Hard-coded Credentials,allowed,[],4,"[1391, 344, 671]","[191, 70]"
CWE-799,Improper Control of Interaction Frequency,allowed,[],2,[691],[]
CWE-804,Guessable CAPTCHA,allowed,[],4,"[863, 1390]",[]
CWE-805,Buffer Access with Incorrect Length Value,allowed,[],4,[119],"[100, 256]"
CWE-806,Buffer Access Using Size of Source Buffer,allowed,[],5,[805],[]
CWE-807,Reliance on Untrusted Inputs in a Security Decision,allowed,[],2,[693],[]
CWE-820,Missing Synchronization,allowed,[],3,[662],[]
CWE-821,Incorrect Synchronization,allowed,[],3,[662],[]
CWE-822,Untrusted Pointer Dereference,allowed,[],4,[119],[129]
CWE-823,Use of Out-of-range Pointer Offset,allowed,[],4,[119],[129]
CWE-824,Access of Uninitialized Pointer,allowed,[],4,[119],[]
CWE-825,Expired Pointer Dereference,allowed,[],4,"[119, 672]",[]
CWE-826,Premature Release of Resource During Expected Lifetime,allowed,[],3,[666],[]
CWE-827,Improper Control of Document Type Definition,allowed,[],3,"[706, 829]",[]
CWE-828,Signal Handler with Functionality that is not Asynchronous-Safe,allowed,[],4,[364],[]
CWE-829,Inclusion of Functionality from Untrusted Control Sphere,allowed,[],3,[669],"[175, 201, 228, 251, 252, 253, 263, 538, 549, 640, 660, 695, 698]"
CWE-830,Inclusion of Web Functionality from an Untrusted Source,allowed,[],4,[829],[]
CWE-831,Signal Handler Function Associated with Multiple Signals,allowed,[],4,[364],[]
CWE-832,Unlock of a Resource that is not Locked,allowed,[],4,[667],[]
CWE-833,Deadlock,allowed,[],4,[667],[25]
CWE-834,Excessive Iteration,discouraged,[],2,[691],[]
CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),allowed,[],3,[834],[]
CWE-836,Use of Password Hash Instead of Password for Authentication,allowed,[],4,[1390],"[644, 652]"
CWE-837,"Improper Enforcement of a Single, Unique Action",allowed,[],3,[799],[]
CWE-838,Inappropriate Encoding for Output Context,allowed,[],3,[116],[468]
CWE-839,Numeric Range Comparison Without Minimum Check,allowed,[],3,[1023],[]
CWE-841,Improper Enforcement of Behavioral Workflow,allowed,[],2,[691],[]
CWE-842,Placement of User into Incorrect Group,allowed,[],3,[286],[]
CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),allowed,[],3,[704],[]
CWE-862,Missing Authorization,allowed,[],3,[285],[665]
CWE-863,Incorrect Authorization,allowed,[],3,[285],[]
CWE-908,Use of Uninitialized Resource,allowed,[],3,[665],[]
CWE-909,Missing Initialization of Resource,allowed,[],3,[665],[]
CWE-910,Use of Expired File Descriptor,allowed,[],4,[672],[]
CWE-911,Improper Update of Reference Count,allowed,[],2,[664],[]
CWE-912,Hidden Functionality,allowed,[],3,[684],"[133, 190]"
CWE-913,Improper Control of Dynamically-Managed Code Resources,allowed,[],2,[664],[]
CWE-914,Improper Control of Dynamically-Identified Variables,allowed,[],3,"[99, 913]",[]
CWE-915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,allowed,[],3,[913],[]
CWE-916,Use of Password Hash With Insufficient Computational Effort,allowed,[],4,[328],[55]
CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),allowed,[],4,[77],[]
CWE-918,Server-Side Request Forgery (SSRF),allowed,[],4,[441],[664]
CWE-920,Improper Restriction of Power Consumption,allowed,[],3,[400],[]
CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,allowed,[],3,[922],[]
CWE-922,Insecure Storage of Sensitive Information,allowed,[],2,[664],[]
CWE-923,Improper Restriction of Communication Channel to Intended Endpoints,allowed,[],2,[284],"[161, 481, 501, 697]"
CWE-924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,allowed,[],3,[345],[]
CWE-925,Improper Verification of Intent by Broadcast Receiver,allowed,[],4,[940],[499]
CWE-926,Improper Export of Android Application Components,allowed,[],3,[285],[]
CWE-927,Use of Implicit Intent for Sensitive Communication,allowed,[],3,"[285, 668]",[]
CWE-939,Improper Authorization in Handler for Custom URL Scheme,allowed,[],4,[862],[]
CWE-940,Improper Verification of Source of a Communication Channel,allowed,[],3,"[923, 346]","[500, 594, 595, 596]"
CWE-941,Incorrectly Specified Destination in a Communication Channel,allowed,[],3,[923],[]
CWE-942,Permissive Cross-domain Policy with Untrusted Domains,allowed,[],3,"[863, 923, 183]",[]
CWE-943,Improper Neutralization of Special Elements in Data Query Logic,allowed,[],3,[74],[676]
CWE-1004,Sensitive Cookie Without 'HttpOnly' Flag,allowed,[],4,[732],[]
CWE-1007,Insufficient Visual Distinction of Homoglyphs Presented to User,allowed,[],4,[451],[632]
CWE-1021,Improper Restriction of Rendered UI Layers or Frames,allowed,[],4,"[441, 451]","[103, 181, 222, 504, 506, 587, 654]"
CWE-1022,Use of Web Link to Untrusted Target with window.opener Access,allowed,[],4,[266],[]
CWE-1023,Incomplete Comparison with Missing Factors,allowed,[],2,[697],[]
CWE-1024,Comparison of Incompatible Types,allowed,[],2,[697],[]
CWE-1025,Comparison Using Wrong Factors,allowed,[],2,[697],[]
CWE-1037,Processor Optimization Removal or Modification of Security-critical Code,allowed,[],3,[1038],[663]
CWE-1038,Insecure Automated Optimizations,allowed,[],2,"[435, 758]",[]
CWE-1039,Inadequate Detection or Handling of Adversarial Input Perturbations in Automated Recognition Mechanism,allowed,[],2,"[693, 697]",[]
CWE-1041,Use of Redundant Code,prohibited,[],2,[710],[]
CWE-1042,Static Member Data Element outside of a Singleton Class Element,prohibited,[],5,[1176],[]
CWE-1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,prohibited,[],3,[1093],[]
